name,start,end,duration,streamId,correlationId
reduce_kernel,1970-01-01 00:00:08.003520818,1970-01-01 00:00:08.003522194,3.8222222222222223e-10,7,52684
CatArrayBatchedCopy,1970-01-01 00:00:08.003531442,1970-01-01 00:00:08.003533810,6.577777777777777e-10,7,52704
vectorized_layer_norm_kernel,1970-01-01 00:00:08.003550706,1970-01-01 00:00:08.003552178,4.088888888888889e-10,7,52735
elementwise_kernel,1970-01-01 00:00:08.003803570,1970-01-01 00:00:08.003819474,4.417777777777778e-09,7,52835
elementwise_kernel,1970-01-01 00:00:08.003864818,1970-01-01 00:00:08.003866226,3.9111111111111107e-10,7,52851
elementwise_kernel,1970-01-01 00:00:08.003943857,1970-01-01 00:00:08.003945201,3.7333333333333334e-10,7,52870
elementwise_kernel,1970-01-01 00:00:08.004029681,1970-01-01 00:00:08.004031089,3.9111111111111107e-10,7,52889
elementwise_kernel,1970-01-01 00:00:08.004086065,1970-01-01 00:00:08.004087409,3.7333333333333334e-10,7,52905
CatArrayBatchedCopy,1970-01-01 00:00:08.004270961,1970-01-01 00:00:08.004272849,5.244444444444445e-10,7,52949
elementwise_kernel,1970-01-01 00:00:08.004385264,1970-01-01 00:00:08.004386352,3.0222222222222225e-10,7,52977
elementwise_kernel,1970-01-01 00:00:08.004492272,1970-01-01 00:00:08.004493296,2.8444444444444446e-10,7,53008
gemv2T,1970-01-01 00:00:08.004573744,1970-01-01 00:00:08.004575088,3.7333333333333334e-10,7,53030
elementwise_kernel,1970-01-01 00:00:08.004817711,1970-01-01 00:00:08.004818735,2.8444444444444446e-10,7,53086
elementwise_kernel,1970-01-01 00:00:08.004945775,1970-01-01 00:00:08.004947151,3.8222222222222223e-10,7,53120
gemv2T,1970-01-01 00:00:08.005248686,1970-01-01 00:00:08.005249966,3.5555555555555555e-10,7,53197
elementwise_kernel,1970-01-01 00:00:08.005321294,1970-01-01 00:00:08.005322606,3.644444444444445e-10,7,53217
reduce_kernel,1970-01-01 00:00:08.005398894,1970-01-01 00:00:08.005401294,6.666666666666666e-10,7,53238
elementwise_kernel,1970-01-01 00:00:08.005530222,1970-01-01 00:00:08.005534926,1.3066666666666667e-09,7,53276
elementwise_kernel,1970-01-01 00:00:08.005595630,1970-01-01 00:00:08.005596942,3.644444444444445e-10,7,53292
indexSelectSmallIndex,1970-01-01 00:00:08.005857389,1970-01-01 00:00:08.005859021,4.533333333333333e-10,7,53347
elementwise_kernel,1970-01-01 00:00:08.006188940,1970-01-01 00:00:08.006191756,7.822222222222221e-10,7,53418
DeviceScanInitKernel,1970-01-01 00:00:08.006586475,1970-01-01 00:00:08.006587531,2.933333333333333e-10,7,53504
DeviceScanKernel,1970-01-01 00:00:08.006602475,1970-01-01 00:00:08.006604651,6.044444444444445e-10,7,53514
vectorized_layer_norm_kernel,1970-01-01 00:00:08.006674763,1970-01-01 00:00:08.006676075,3.644444444444445e-10,7,53536
elementwise_kernel,1970-01-01 00:00:08.006737643,1970-01-01 00:00:08.006739019,3.8222222222222223e-10,7,53552
indexSelectSmallIndex,1970-01-01 00:00:08.006796523,1970-01-01 00:00:08.006797899,3.8222222222222223e-10,7,53564
indexSelectSmallIndex,1970-01-01 00:00:08.007400810,1970-01-01 00:00:08.007403178,6.577777777777777e-10,7,53685
indexSelectSmallIndex,1970-01-01 00:00:08.007617897,1970-01-01 00:00:08.007620009,5.866666666666666e-10,7,53746
reduce_kernel,1970-01-01 00:00:08.007738313,1970-01-01 00:00:08.007739849,4.2666666666666664e-10,7,53777
elementwise_kernel,1970-01-01 00:00:08.007865321,1970-01-01 00:00:08.007866633,3.644444444444445e-10,7,53799
reduce_kernel,1970-01-01 00:00:08.007957032,1970-01-01 00:00:08.007962280,1.457777777777778e-09,7,53825
vectorized_layer_norm_kernel,1970-01-01 00:00:08.008349735,1970-01-01 00:00:08.008354119,1.2177777777777778e-09,7,53911
kernel,1970-01-01 00:00:08.008593703,1970-01-01 00:00:08.008623495,8.275555555555556e-09,7,53966
fmha_cutlassF_f32_aligned_64x64_rf_sm75,1970-01-01 00:00:08.009707940,1970-01-01 00:00:08.009723588,4.3466666666666665e-09,7,54222
kernel,1970-01-01 00:00:08.010084900,1970-01-01 00:00:08.010096228,3.146666666666667e-09,7,54308
reduce_kernel,1970-01-01 00:00:08.010255587,1970-01-01 00:00:08.010257091,4.1777777777777775e-10,7,54336
vectorized_layer_norm_kernel,1970-01-01 00:00:08.010433955,1970-01-01 00:00:08.010438083,1.1466666666666666e-09,7,54392
gemv2T,1970-01-01 00:00:08.010665826,1970-01-01 00:00:08.010704930,1.0862222222222222e-08,7,54447
elementwise_kernel,1970-01-01 00:00:08.010786530,1970-01-01 00:00:08.010787874,3.7333333333333334e-10,7,54469
elementwise_kernel,1970-01-01 00:00:08.010899618,1970-01-01 00:00:08.010900962,3.7333333333333334e-10,7,54497
elementwise_kernel,1970-01-01 00:00:08.010955938,1970-01-01 00:00:08.010957250,3.644444444444445e-10,7,54513
reduce_kernel,1970-01-01 00:00:08.011028065,1970-01-01 00:00:08.011029505,4e-10,7,54529
elementwise_kernel,1970-01-01 00:00:08.011104673,1970-01-01 00:00:08.011105953,3.5555555555555555e-10,7,54545
elementwise_kernel,1970-01-01 00:00:08.011156641,1970-01-01 00:00:08.011158081,4e-10,7,54561
elementwise_kernel,1970-01-01 00:00:08.011219553,1970-01-01 00:00:08.011220865,3.644444444444445e-10,7,54577
cudaMemsetAsync_v3020,1970-01-01 00:00:08.011272833,1970-01-01 00:00:08.011274241,3.9111111111111107e-10,7,54593
kernel,1970-01-01 00:00:08.011443617,1970-01-01 00:00:08.011483008,1.0941944444444446e-08,7,54633
reduce_kernel,1970-01-01 00:00:08.011604064,1970-01-01 00:00:08.011605568,4.1777777777777775e-10,7,54661
vectorized_layer_norm_kernel,1970-01-01 00:00:08.011805984,1970-01-01 00:00:08.011810080,1.1377777777777778e-09,7,54717
kernel,1970-01-01 00:00:08.012060063,1970-01-01 00:00:08.012089439,8.16e-09,7,54772
fmha_cutlassF_f32_aligned_64x64_rf_sm75,1970-01-01 00:00:08.013207901,1970-01-01 00:00:08.013220189,3.413333333333333e-09,7,55028
kernel,1970-01-01 00:00:08.013571772,1970-01-01 00:00:08.013583324,3.208888888888889e-09,7,55114
reduce_kernel,1970-01-01 00:00:08.013762395,1970-01-01 00:00:08.013763931,4.2666666666666664e-10,7,55142
vectorized_layer_norm_kernel,1970-01-01 00:00:08.013942043,1970-01-01 00:00:08.013946299,1.1822222222222224e-09,7,55198
gemv2T,1970-01-01 00:00:08.014190746,1970-01-01 00:00:08.014229562,1.0782222222222224e-08,7,55253
elementwise_kernel,1970-01-01 00:00:08.014319258,1970-01-01 00:00:08.014320570,3.644444444444445e-10,7,55275
elementwise_kernel,1970-01-01 00:00:08.014432858,1970-01-01 00:00:08.014434202,3.7333333333333334e-10,7,55303
elementwise_kernel,1970-01-01 00:00:08.014489305,1970-01-01 00:00:08.014490585,3.5555555555555555e-10,7,55319
reduce_kernel,1970-01-01 00:00:08.014543001,1970-01-01 00:00:08.014544409,3.9111111111111107e-10,7,55335
elementwise_kernel,1970-01-01 00:00:08.014611481,1970-01-01 00:00:08.014612761,3.5555555555555555e-10,7,55351
elementwise_kernel,1970-01-01 00:00:08.014661881,1970-01-01 00:00:08.014663257,3.8222222222222223e-10,7,55367
elementwise_kernel,1970-01-01 00:00:08.014720345,1970-01-01 00:00:08.014721657,3.644444444444445e-10,7,55383
cudaMemsetAsync_v3020,1970-01-01 00:00:08.014770041,1970-01-01 00:00:08.014771417,3.8222222222222223e-10,7,55399
kernel,1970-01-01 00:00:08.014941944,1970-01-01 00:00:08.014981496,1.0986666666666665e-08,7,55439
reduce_kernel,1970-01-01 00:00:08.015140440,1970-01-01 00:00:08.015141880,4e-10,7,55467
vectorized_layer_norm_kernel,1970-01-01 00:00:08.015347096,1970-01-01 00:00:08.015351192,1.1377777777777778e-09,7,55523
kernel,1970-01-01 00:00:08.015579159,1970-01-01 00:00:08.015608791,8.231111111111112e-09,7,55578
fmha_cutlassF_f32_aligned_64x64_rf_sm75,1970-01-01 00:00:08.016693589,1970-01-01 00:00:08.016705717,3.368888888888889e-09,7,55834
kernel,1970-01-01 00:00:08.017064916,1970-01-01 00:00:08.017076436,3.2e-09,7,55920
reduce_kernel,1970-01-01 00:00:08.017235987,1970-01-01 00:00:08.017237491,4.1777777777777775e-10,7,55948
vectorized_layer_norm_kernel,1970-01-01 00:00:08.017414227,1970-01-01 00:00:08.017418355,1.1466666666666666e-09,7,56004
gemv2T,1970-01-01 00:00:08.017639443,1970-01-01 00:00:08.017677810,1.06575e-08,7,56059
elementwise_kernel,1970-01-01 00:00:08.017765650,1970-01-01 00:00:08.017766994,3.7333333333333334e-10,7,56081
elementwise_kernel,1970-01-01 00:00:08.017873106,1970-01-01 00:00:08.017874482,3.8222222222222223e-10,7,56109
elementwise_kernel,1970-01-01 00:00:08.017926610,1970-01-01 00:00:08.017927922,3.644444444444445e-10,7,56125
reduce_kernel,1970-01-01 00:00:08.017983506,1970-01-01 00:00:08.017984946,4e-10,7,56141
elementwise_kernel,1970-01-01 00:00:08.018059282,1970-01-01 00:00:08.018060562,3.5555555555555555e-10,7,56157
elementwise_kernel,1970-01-01 00:00:08.018111218,1970-01-01 00:00:08.018112626,3.9111111111111107e-10,7,56173
elementwise_kernel,1970-01-01 00:00:08.018173393,1970-01-01 00:00:08.018174737,3.7333333333333334e-10,7,56189
cudaMemsetAsync_v3020,1970-01-01 00:00:08.018224593,1970-01-01 00:00:08.018226001,3.9111111111111107e-10,7,56205
kernel,1970-01-01 00:00:08.018396817,1970-01-01 00:00:08.018436657,1.1066666666666667e-08,7,56245
reduce_kernel,1970-01-01 00:00:08.018567121,1970-01-01 00:00:08.018568593,4.088888888888889e-10,7,56273
vectorized_layer_norm_kernel,1970-01-01 00:00:08.018775568,1970-01-01 00:00:08.018779632,1.128888888888889e-09,7,56329
kernel,1970-01-01 00:00:08.019026960,1970-01-01 00:00:08.019056431,8.18638888888889e-09,7,56384
fmha_cutlassF_f32_aligned_64x64_rf_sm75,1970-01-01 00:00:08.020142093,1970-01-01 00:00:08.020154445,3.431111111111111e-09,7,56640
kernel,1970-01-01 00:00:08.020560588,1970-01-01 00:00:08.020571948,3.1555555555555555e-09,7,56726
reduce_kernel,1970-01-01 00:00:08.020730444,1970-01-01 00:00:08.020731948,4.1777777777777775e-10,7,56754
vectorized_layer_norm_kernel,1970-01-01 00:00:08.020911403,1970-01-01 00:00:08.020915627,1.1733333333333332e-09,7,56810
gemv2T,1970-01-01 00:00:08.021161419,1970-01-01 00:00:08.021200139,1.0755555555555555e-08,7,56865
elementwise_kernel,1970-01-01 00:00:08.021291147,1970-01-01 00:00:08.021292459,3.644444444444445e-10,7,56887
elementwise_kernel,1970-01-01 00:00:08.021401162,1970-01-01 00:00:08.021402474,3.644444444444445e-10,7,56915
elementwise_kernel,1970-01-01 00:00:08.021456458,1970-01-01 00:00:08.021457770,3.644444444444445e-10,7,56931
reduce_kernel,1970-01-01 00:00:08.021514186,1970-01-01 00:00:08.021515562,3.8222222222222223e-10,7,56947
elementwise_kernel,1970-01-01 00:00:08.021571018,1970-01-01 00:00:08.021572330,3.644444444444445e-10,7,56963
elementwise_kernel,1970-01-01 00:00:08.021621322,1970-01-01 00:00:08.021622762,4e-10,7,56979
elementwise_kernel,1970-01-01 00:00:08.021682922,1970-01-01 00:00:08.021684234,3.644444444444445e-10,7,56995
cudaMemsetAsync_v3020,1970-01-01 00:00:08.021732810,1970-01-01 00:00:08.021734250,4e-10,7,57011
kernel,1970-01-01 00:00:08.021902345,1970-01-01 00:00:08.021941929,1.0995555555555555e-08,7,57051
reduce_kernel,1970-01-01 00:00:08.022081673,1970-01-01 00:00:08.022083145,4.088888888888889e-10,7,57079
vectorized_layer_norm_kernel,1970-01-01 00:00:08.022291592,1970-01-01 00:00:08.022295688,1.1377777777777778e-09,7,57135
kernel,1970-01-01 00:00:08.022530568,1970-01-01 00:00:08.022560008,8.177777777777777e-09,7,57190
fmha_cutlassF_f32_aligned_64x64_rf_sm75,1970-01-01 00:00:08.023657605,1970-01-01 00:00:08.023669733,3.368888888888889e-09,7,57446
kernel,1970-01-01 00:00:08.024026693,1970-01-01 00:00:08.024038213,3.2e-09,7,57532
reduce_kernel,1970-01-01 00:00:08.024197444,1970-01-01 00:00:08.024198948,4.1777777777777775e-10,7,57560
vectorized_layer_norm_kernel,1970-01-01 00:00:08.024377604,1970-01-01 00:00:08.024381732,1.1466666666666666e-09,7,57616
gemv2T,1970-01-01 00:00:08.024603395,1970-01-01 00:00:08.024641635,1.0622222222222222e-08,7,57671
elementwise_kernel,1970-01-01 00:00:08.024730691,1970-01-01 00:00:08.024732003,3.644444444444445e-10,7,57693
elementwise_kernel,1970-01-01 00:00:08.024838659,1970-01-01 00:00:08.024840003,3.7333333333333334e-10,7,57721
elementwise_kernel,1970-01-01 00:00:08.024894467,1970-01-01 00:00:08.024895747,3.5555555555555555e-10,7,57737
reduce_kernel,1970-01-01 00:00:08.024953859,1970-01-01 00:00:08.024955267,3.9111111111111107e-10,7,57753
elementwise_kernel,1970-01-01 00:00:08.025026146,1970-01-01 00:00:08.025027426,3.5555555555555555e-10,7,57769
elementwise_kernel,1970-01-01 00:00:08.025080386,1970-01-01 00:00:08.025081794,3.9111111111111107e-10,7,57785
elementwise_kernel,1970-01-01 00:00:08.025142562,1970-01-01 00:00:08.025143874,3.644444444444445e-10,7,57801
cudaMemsetAsync_v3020,1970-01-01 00:00:08.025194626,1970-01-01 00:00:08.025196066,4e-10,7,57817
kernel,1970-01-01 00:00:08.025364322,1970-01-01 00:00:08.025403874,1.0986666666666665e-08,7,57857
reduce_kernel,1970-01-01 00:00:08.025526401,1970-01-01 00:00:08.025527905,4.1777777777777775e-10,7,57885
vectorized_layer_norm_kernel,1970-01-01 00:00:08.025731201,1970-01-01 00:00:08.025735297,1.1377777777777778e-09,7,57941
kernel,1970-01-01 00:00:08.025966976,1970-01-01 00:00:08.025996608,8.231111111111112e-09,7,57996
fmha_cutlassF_f32_aligned_64x64_rf_sm75,1970-01-01 00:00:08.027116286,1970-01-01 00:00:08.027128638,3.431111111111111e-09,7,58252
kernel,1970-01-01 00:00:08.027473277,1970-01-01 00:00:08.027484797,3.2e-09,7,58338
reduce_kernel,1970-01-01 00:00:08.027641021,1970-01-01 00:00:08.027642557,4.2666666666666664e-10,7,58366
vectorized_layer_norm_kernel,1970-01-01 00:00:08.027820924,1970-01-01 00:00:08.027825180,1.1822222222222224e-09,7,58422
gemv2T,1970-01-01 00:00:08.028057340,1970-01-01 00:00:08.028095740,1.0666666666666666e-08,7,58477
elementwise_kernel,1970-01-01 00:00:08.028188315,1970-01-01 00:00:08.028189627,3.644444444444445e-10,7,58499
elementwise_kernel,1970-01-01 00:00:08.028296827,1970-01-01 00:00:08.028298171,3.7333333333333334e-10,7,58527
elementwise_kernel,1970-01-01 00:00:08.028351803,1970-01-01 00:00:08.028353115,3.644444444444445e-10,7,58543
reduce_kernel,1970-01-01 00:00:08.028408763,1970-01-01 00:00:08.028410139,3.8222222222222223e-10,7,58559
elementwise_kernel,1970-01-01 00:00:08.028463675,1970-01-01 00:00:08.028464987,3.644444444444445e-10,7,58575
elementwise_kernel,1970-01-01 00:00:08.028513435,1970-01-01 00:00:08.028514843,3.9111111111111107e-10,7,58591
elementwise_kernel,1970-01-01 00:00:08.028574139,1970-01-01 00:00:08.028575483,3.7333333333333334e-10,7,58607
cudaMemsetAsync_v3020,1970-01-01 00:00:08.028624890,1970-01-01 00:00:08.028626330,4e-10,7,58623
kernel,1970-01-01 00:00:08.028793850,1970-01-01 00:00:08.028833882,1.112e-08,7,58663
reduce_kernel,1970-01-01 00:00:08.028952442,1970-01-01 00:00:08.028953914,4.088888888888889e-10,7,58691
vectorized_layer_norm_kernel,1970-01-01 00:00:08.029168121,1970-01-01 00:00:08.029172217,1.1377777777777778e-09,7,58747
gemv2T,1970-01-01 00:00:08.029566776,1970-01-01 00:00:08.030171447,1.6796416666666665e-07,7,58824
reduce_kernel,1970-01-01 00:00:08.030202711,1970-01-01 00:00:08.030204119,3.9111111111111107e-10,7,58870
CatArrayBatchedCopy,1970-01-01 00:00:08.030213111,1970-01-01 00:00:08.030215703,7.2e-10,7,58890
vectorized_layer_norm_kernel,1970-01-01 00:00:08.030233207,1970-01-01 00:00:08.030234679,4.088888888888889e-10,7,58921
elementwise_kernel,1970-01-01 00:00:08.030456374,1970-01-01 00:00:08.030473238,4.684444444444444e-09,7,59021
elementwise_kernel,1970-01-01 00:00:08.030515510,1970-01-01 00:00:08.030516950,4e-10,7,59037
elementwise_kernel,1970-01-01 00:00:08.030597942,1970-01-01 00:00:08.030599254,3.644444444444445e-10,7,59056
elementwise_kernel,1970-01-01 00:00:08.030661046,1970-01-01 00:00:08.030662422,3.8222222222222223e-10,7,59075
elementwise_kernel,1970-01-01 00:00:08.030730230,1970-01-01 00:00:08.030731574,3.7333333333333334e-10,7,59091
CatArrayBatchedCopy,1970-01-01 00:00:08.030912245,1970-01-01 00:00:08.030914389,5.955555555555556e-10,7,59135
elementwise_kernel,1970-01-01 00:00:08.031056693,1970-01-01 00:00:08.031057781,3.0222222222222225e-10,7,59163
elementwise_kernel,1970-01-01 00:00:08.031169589,1970-01-01 00:00:08.031170645,2.933333333333333e-10,7,59194
gemv2T,1970-01-01 00:00:08.031249589,1970-01-01 00:00:08.031250901,3.644444444444445e-10,7,59216
elementwise_kernel,1970-01-01 00:00:08.031493364,1970-01-01 00:00:08.031494388,2.8444444444444446e-10,7,59272
elementwise_kernel,1970-01-01 00:00:08.031615540,1970-01-01 00:00:08.031616820,3.5555555555555555e-10,7,59306
gemv2T,1970-01-01 00:00:08.031901427,1970-01-01 00:00:08.031902675,3.4666666666666666e-10,7,59383
elementwise_kernel,1970-01-01 00:00:08.031978483,1970-01-01 00:00:08.031979827,3.7333333333333334e-10,7,59403
reduce_kernel,1970-01-01 00:00:08.032073651,1970-01-01 00:00:08.032076083,6.755555555555556e-10,7,59424
elementwise_kernel,1970-01-01 00:00:08.032204915,1970-01-01 00:00:08.032209619,1.3066666666666667e-09,7,59462
elementwise_kernel,1970-01-01 00:00:08.032270771,1970-01-01 00:00:08.032272147,3.8222222222222223e-10,7,59478
indexSelectSmallIndex,1970-01-01 00:00:08.032536370,1970-01-01 00:00:08.032538034,4.6222222222222226e-10,7,59533
elementwise_kernel,1970-01-01 00:00:08.032843505,1970-01-01 00:00:08.032846353,7.911111111111111e-10,7,59604
DeviceScanInitKernel,1970-01-01 00:00:08.033253104,1970-01-01 00:00:08.033254160,2.933333333333333e-10,7,59690
DeviceScanKernel,1970-01-01 00:00:08.033269360,1970-01-01 00:00:08.033271536,6.044444444444445e-10,7,59700
vectorized_layer_norm_kernel,1970-01-01 00:00:08.033337584,1970-01-01 00:00:08.033338928,3.7333333333333334e-10,7,59722
elementwise_kernel,1970-01-01 00:00:08.033399792,1970-01-01 00:00:08.033401104,3.644444444444445e-10,7,59738
indexSelectSmallIndex,1970-01-01 00:00:08.033459248,1970-01-01 00:00:08.033460592,3.7333333333333334e-10,7,59750
indexSelectSmallIndex,1970-01-01 00:00:08.034034351,1970-01-01 00:00:08.034036687,6.48888888888889e-10,7,59871
indexSelectSmallIndex,1970-01-01 00:00:08.034260334,1970-01-01 00:00:08.034262446,5.866666666666666e-10,7,59932
reduce_kernel,1970-01-01 00:00:08.034382766,1970-01-01 00:00:08.034384302,4.2666666666666664e-10,7,59963
elementwise_kernel,1970-01-01 00:00:08.034503854,1970-01-01 00:00:08.034505166,3.644444444444445e-10,7,59985
reduce_kernel,1970-01-01 00:00:08.034602029,1970-01-01 00:00:08.034607277,1.457777777777778e-09,7,60011
vectorized_layer_norm_kernel,1970-01-01 00:00:08.034975117,1970-01-01 00:00:08.034979405,1.1911111111111112e-09,7,60097
kernel,1970-01-01 00:00:08.035247340,1970-01-01 00:00:08.035277004,8.24e-09,7,60152
fmha_cutlassF_f32_aligned_64x64_rf_sm75,1970-01-01 00:00:08.036363818,1970-01-01 00:00:08.036379529,4.3641666666666665e-09,7,60408
kernel,1970-01-01 00:00:08.036718889,1970-01-01 00:00:08.036730409,3.2e-09,7,60494
reduce_kernel,1970-01-01 00:00:08.036888680,1970-01-01 00:00:08.036890184,4.1777777777777775e-10,7,60522
vectorized_layer_norm_kernel,1970-01-01 00:00:08.037093896,1970-01-01 00:00:08.037097992,1.1377777777777778e-09,7,60578
gemv2T,1970-01-01 00:00:08.037324647,1970-01-01 00:00:08.037363815,1.088e-08,7,60633
elementwise_kernel,1970-01-01 00:00:08.037455399,1970-01-01 00:00:08.037456679,3.5555555555555555e-10,7,60655
elementwise_kernel,1970-01-01 00:00:08.037564647,1970-01-01 00:00:08.037565959,3.644444444444445e-10,7,60683
elementwise_kernel,1970-01-01 00:00:08.037620327,1970-01-01 00:00:08.037621607,3.5555555555555555e-10,7,60699
reduce_kernel,1970-01-01 00:00:08.037679463,1970-01-01 00:00:08.037680839,3.8222222222222223e-10,7,60715
elementwise_kernel,1970-01-01 00:00:08.037734887,1970-01-01 00:00:08.037736135,3.4666666666666666e-10,7,60731
elementwise_kernel,1970-01-01 00:00:08.037786598,1970-01-01 00:00:08.037788038,4e-10,7,60747
elementwise_kernel,1970-01-01 00:00:08.037848294,1970-01-01 00:00:08.037849606,3.644444444444445e-10,7,60763
cudaMemsetAsync_v3020,1970-01-01 00:00:08.037899750,1970-01-01 00:00:08.037901190,4e-10,7,60779
kernel,1970-01-01 00:00:08.038086886,1970-01-01 00:00:08.038126566,1.1022222222222223e-08,7,60819
reduce_kernel,1970-01-01 00:00:08.038252069,1970-01-01 00:00:08.038253573,4.1777777777777775e-10,7,60847
vectorized_layer_norm_kernel,1970-01-01 00:00:08.038467237,1970-01-01 00:00:08.038471301,1.128888888888889e-09,7,60903
kernel,1970-01-01 00:00:08.038707364,1970-01-01 00:00:08.038736740,8.16e-09,7,60958
fmha_cutlassF_f32_aligned_64x64_rf_sm75,1970-01-01 00:00:08.039825058,1970-01-01 00:00:08.039837410,3.431111111111111e-09,7,61214
kernel,1970-01-01 00:00:08.040196961,1970-01-01 00:00:08.040208481,3.2e-09,7,61300
reduce_kernel,1970-01-01 00:00:08.040365921,1970-01-01 00:00:08.040367425,4.1777777777777775e-10,7,61328
vectorized_layer_norm_kernel,1970-01-01 00:00:08.040546912,1970-01-01 00:00:08.040551104,1.1644444444444444e-09,7,61384
gemv2T,1970-01-01 00:00:08.040768800,1970-01-01 00:00:08.040807744,1.0817777777777778e-08,7,61439
elementwise_kernel,1970-01-01 00:00:08.040900320,1970-01-01 00:00:08.040901632,3.644444444444445e-10,7,61461
elementwise_kernel,1970-01-01 00:00:08.041029087,1970-01-01 00:00:08.041030431,3.7333333333333334e-10,7,61489
elementwise_kernel,1970-01-01 00:00:08.041088287,1970-01-01 00:00:08.041089599,3.644444444444445e-10,7,61505
reduce_kernel,1970-01-01 00:00:08.041147935,1970-01-01 00:00:08.041149375,4e-10,7,61521
elementwise_kernel,1970-01-01 00:00:08.041203295,1970-01-01 00:00:08.041204607,3.644444444444445e-10,7,61537
elementwise_kernel,1970-01-01 00:00:08.041254687,1970-01-01 00:00:08.041256127,4e-10,7,61553
elementwise_kernel,1970-01-01 00:00:08.041315807,1970-01-01 00:00:08.041317119,3.644444444444445e-10,7,61569
cudaMemsetAsync_v3020,1970-01-01 00:00:08.041364319,1970-01-01 00:00:08.041365759,4e-10,7,61585
kernel,1970-01-01 00:00:08.041536158,1970-01-01 00:00:08.041575646,1.0968888888888888e-08,7,61625
reduce_kernel,1970-01-01 00:00:08.041695582,1970-01-01 00:00:08.041697118,4.2666666666666664e-10,7,61653
vectorized_layer_norm_kernel,1970-01-01 00:00:08.041965213,1970-01-01 00:00:08.041969373,1.1555555555555556e-09,7,61709
kernel,1970-01-01 00:00:08.042228253,1970-01-01 00:00:08.042257917,8.24e-09,7,61764
fmha_cutlassF_f32_aligned_64x64_rf_sm75,1970-01-01 00:00:08.043340442,1970-01-01 00:00:08.043352570,3.368888888888889e-09,7,62020
kernel,1970-01-01 00:00:08.043704857,1970-01-01 00:00:08.043716409,3.208888888888889e-09,7,62106
reduce_kernel,1970-01-01 00:00:08.043875609,1970-01-01 00:00:08.043877145,4.2666666666666664e-10,7,62134
vectorized_layer_norm_kernel,1970-01-01 00:00:08.044069209,1970-01-01 00:00:08.044073337,1.1466666666666666e-09,7,62190
gemv2T,1970-01-01 00:00:08.044309752,1970-01-01 00:00:08.044348280,1.0702222222222222e-08,7,62245
elementwise_kernel,1970-01-01 00:00:08.044439768,1970-01-01 00:00:08.044441080,3.644444444444445e-10,7,62267
elementwise_kernel,1970-01-01 00:00:08.044547736,1970-01-01 00:00:08.044549080,3.7333333333333334e-10,7,62295
elementwise_kernel,1970-01-01 00:00:08.044602455,1970-01-01 00:00:08.044603767,3.644444444444445e-10,7,62311
reduce_kernel,1970-01-01 00:00:08.044660375,1970-01-01 00:00:08.044661783,3.9111111111111107e-10,7,62327
elementwise_kernel,1970-01-01 00:00:08.044714519,1970-01-01 00:00:08.044715831,3.644444444444445e-10,7,62343
elementwise_kernel,1970-01-01 00:00:08.044765879,1970-01-01 00:00:08.044767319,4e-10,7,62359
elementwise_kernel,1970-01-01 00:00:08.044826519,1970-01-01 00:00:08.044827831,3.644444444444445e-10,7,62375
cudaMemsetAsync_v3020,1970-01-01 00:00:08.044877079,1970-01-01 00:00:08.044878551,4.088888888888889e-10,7,62391
kernel,1970-01-01 00:00:08.045065302,1970-01-01 00:00:08.045104566,1.0906666666666667e-08,7,62431
reduce_kernel,1970-01-01 00:00:08.045226710,1970-01-01 00:00:08.045228182,4.088888888888889e-10,7,62459
vectorized_layer_norm_kernel,1970-01-01 00:00:08.045433110,1970-01-01 00:00:08.045437174,1.128888888888889e-09,7,62515
kernel,1970-01-01 00:00:08.045670101,1970-01-01 00:00:08.045699669,8.213333333333333e-09,7,62570
fmha_cutlassF_f32_aligned_64x64_rf_sm75,1970-01-01 00:00:08.046774035,1970-01-01 00:00:08.046786355,3.4222222222222225e-09,7,62826
kernel,1970-01-01 00:00:08.047168466,1970-01-01 00:00:08.047180018,3.208888888888889e-09,7,62912
reduce_kernel,1970-01-01 00:00:08.047340049,1970-01-01 00:00:08.047341553,4.1777777777777775e-10,7,62940
vectorized_layer_norm_kernel,1970-01-01 00:00:08.047518161,1970-01-01 00:00:08.047522417,1.1822222222222224e-09,7,62996
gemv2T,1970-01-01 00:00:08.047744145,1970-01-01 00:00:08.047782513,1.0657777777777778e-08,7,63051
elementwise_kernel,1970-01-01 00:00:08.047875568,1970-01-01 00:00:08.047876880,3.644444444444445e-10,7,63073
elementwise_kernel,1970-01-01 00:00:08.048012560,1970-01-01 00:00:08.048013872,3.644444444444445e-10,7,63101
elementwise_kernel,1970-01-01 00:00:08.048074800,1970-01-01 00:00:08.048076080,3.5555555555555555e-10,7,63117
reduce_kernel,1970-01-01 00:00:08.048134320,1970-01-01 00:00:08.048135728,3.9111111111111107e-10,7,63133
elementwise_kernel,1970-01-01 00:00:08.048189264,1970-01-01 00:00:08.048190576,3.644444444444445e-10,7,63149
elementwise_kernel,1970-01-01 00:00:08.048244367,1970-01-01 00:00:08.048245775,3.9111111111111107e-10,7,63165
elementwise_kernel,1970-01-01 00:00:08.048301071,1970-01-01 00:00:08.048302415,3.7333333333333334e-10,7,63181
cudaMemsetAsync_v3020,1970-01-01 00:00:08.048351919,1970-01-01 00:00:08.048353359,4e-10,7,63197
kernel,1970-01-01 00:00:08.048522671,1970-01-01 00:00:08.048562255,1.0995555555555555e-08,7,63237
